Date,Link
"Jun 18, 2014",https://www.govinfo.gov/content/pkg/CREC-2014-06-18/pdf/CREC-2014-06-18-dailydigest.pdf
"Jun 17, 2014",https://www.govinfo.gov/content/pkg/CREC-2014-06-17/pdf/CREC-2014-06-17-dailydigest.pdf
"Jun 16, 2014",https://www.govinfo.gov/content/pkg/CREC-2014-06-16/pdf/CREC-2014-06-16-dailydigest.pdf
"Jun 12, 2014",https://www.govinfo.gov/content/pkg/CREC-2014-06-12/pdf/CREC-2014-06-12-dailydigest.pdf
"Jun 11, 2014",https://www.govinfo.gov/content/pkg/CREC-2014-06-11/pdf/CREC-2014-06-11-dailydigest.pdf
"Jun 10, 2014",https://www.govinfo.gov/content/pkg/CREC-2014-06-10/pdf/CREC-2014-06-10-dailydigest.pdf
"Jun 09, 2014",https://www.govinfo.gov/content/pkg/CREC-2014-06-09/pdf/CREC-2014-06-09-dailydigest.pdf
"Jun 05, 2014",https://www.govinfo.gov/content/pkg/CREC-2014-06-05/pdf/CREC-2014-06-05-dailydigest.pdf
"Jun 04, 2014",https://www.govinfo.gov/content/pkg/CREC-2014-06-04/pdf/CREC-2014-06-04-dailydigest.pdf
"Jun 03, 2014",https://www.govinfo.gov/content/pkg/CREC-2014-06-03/pdf/CREC-2014-06-03-dailydigest.pdf
"Jun 02, 2014",https://www.govinfo.gov/content/pkg/CREC-2014-06-02/pdf/CREC-2014-06-02-dailydigest.pdf
"May 30, 2014",https://www.govinfo.gov/content/pkg/CREC-2014-05-30/pdf/CREC-2014-05-30-dailydigest.pdf
"May 27, 2014",https://www.govinfo.gov/content/pkg/CREC-2014-05-27/pdf/CREC-2014-05-27-dailydigest.pdf
"May 23, 2014",https://www.govinfo.gov/content/pkg/CREC-2014-05-23/pdf/CREC-2014-05-23-dailydigest.pdf
"May 22, 2014",https://www.govinfo.gov/content/pkg/CREC-2014-05-22/pdf/CREC-2014-05-22-dailydigest.pdf
"May 21, 2014",https://www.govinfo.gov/content/pkg/CREC-2014-05-21/pdf/CREC-2014-05-21-dailydigest.pdf
"May 20, 2014",https://www.govinfo.gov/content/pkg/CREC-2014-05-20/pdf/CREC-2014-05-20-dailydigest.pdf
"May 19, 2014",https://www.govinfo.gov/content/pkg/CREC-2014-05-19/pdf/CREC-2014-05-19-dailydigest.pdf
"May 15, 2014",https://www.govinfo.gov/content/pkg/CREC-2014-05-15/pdf/CREC-2014-05-15-dailydigest.pdf
"May 14, 2014",https://www.govinfo.gov/content/pkg/CREC-2014-05-14/pdf/CREC-2014-05-14-dailydigest.pdf
"May 13, 2014",https://www.govinfo.gov/content/pkg/CREC-2014-05-13/pdf/CREC-2014-05-13-dailydigest.pdf
"May 12, 2014",https://www.govinfo.gov/content/pkg/CREC-2014-05-12/pdf/CREC-2014-05-12-dailydigest.pdf
"May 08, 2014",https://www.govinfo.gov/content/pkg/CREC-2014-05-08/pdf/CREC-2014-05-08-dailydigest.pdf
"May 07, 2014",https://www.govinfo.gov/content/pkg/CREC-2014-05-07/pdf/CREC-2014-05-07-dailydigest.pdf
"May 06, 2014",https://www.govinfo.gov/content/pkg/CREC-2014-05-06/pdf/CREC-2014-05-06-dailydigest.pdf
"May 05, 2014",https://www.govinfo.gov/content/pkg/CREC-2014-05-05/pdf/CREC-2014-05-05-dailydigest.pdf
"May 01, 2014",https://www.govinfo.gov/content/pkg/CREC-2014-05-01/pdf/CREC-2014-05-01-dailydigest.pdf
"Apr 30, 2014",https://www.govinfo.gov/content/pkg/CREC-2014-04-30/pdf/CREC-2014-04-30-dailydigest.pdf
"Apr 29, 2014",https://www.govinfo.gov/content/pkg/CREC-2014-04-29/pdf/CREC-2014-04-29-dailydigest.pdf
"Apr 28, 2014",https://www.govinfo.gov/content/pkg/CREC-2014-04-28/pdf/CREC-2014-04-28-dailydigest.pdf
"Apr 11, 2014",https://www.govinfo.gov/content/pkg/CREC-2014-04-11/pdf/CREC-2014-04-11-dailydigest.pdf
"Apr 10, 2014",https://www.govinfo.gov/content/pkg/CREC-2014-04-10/pdf/CREC-2014-04-10-dailydigest.pdf
"Apr 09, 2014",https://www.govinfo.gov/content/pkg/CREC-2014-04-09/pdf/CREC-2014-04-09-dailydigest.pdf
"Apr 08, 2014",https://www.govinfo.gov/content/pkg/CREC-2014-04-08/pdf/CREC-2014-04-08-dailydigest.pdf
"Apr 07, 2014",https://www.govinfo.gov/content/pkg/CREC-2014-04-07/pdf/CREC-2014-04-07-dailydigest.pdf
"Apr 03, 2014",https://www.govinfo.gov/content/pkg/CREC-2014-04-03/pdf/CREC-2014-04-03-dailydigest.pdf
"Apr 02, 2014",https://www.govinfo.gov/content/pkg/CREC-2014-04-02/pdf/CREC-2014-04-02-dailydigest.pdf
"Apr 01, 2014",https://www.govinfo.gov/content/pkg/CREC-2014-04-01/pdf/CREC-2014-04-01-dailydigest.pdf
"Mar 31, 2014",https://www.govinfo.gov/content/pkg/CREC-2014-03-31/pdf/CREC-2014-03-31-dailydigest.pdf
"Mar 27, 2014",https://www.govinfo.gov/content/pkg/CREC-2014-03-27/pdf/CREC-2014-03-27-dailydigest.pdf
"Mar 26, 2014",https://www.govinfo.gov/content/pkg/CREC-2014-03-26/pdf/CREC-2014-03-26-dailydigest.pdf
"Mar 25, 2014",https://www.govinfo.gov/content/pkg/CREC-2014-03-25/pdf/CREC-2014-03-25-dailydigest.pdf
"Mar 24, 2014",https://www.govinfo.gov/content/pkg/CREC-2014-03-24/pdf/CREC-2014-03-24-dailydigest.pdf
"Mar 21, 2014",https://www.govinfo.gov/content/pkg/CREC-2014-03-21/pdf/CREC-2014-03-21-dailydigest.pdf
"Mar 18, 2014",https://www.govinfo.gov/content/pkg/CREC-2014-03-18/pdf/CREC-2014-03-18-dailydigest.pdf
"Mar 14, 2014",https://www.govinfo.gov/content/pkg/CREC-2014-03-14/pdf/CREC-2014-03-14-dailydigest.pdf
"Mar 13, 2014",https://www.govinfo.gov/content/pkg/CREC-2014-03-13/pdf/CREC-2014-03-13-dailydigest.pdf
"Mar 12, 2014",https://www.govinfo.gov/content/pkg/CREC-2014-03-12/pdf/CREC-2014-03-12-dailydigest.pdf
"Mar 11, 2014",https://www.govinfo.gov/content/pkg/CREC-2014-03-11/pdf/CREC-2014-03-11-dailydigest.pdf
"Mar 10, 2014",https://www.govinfo.gov/content/pkg/CREC-2014-03-10/pdf/CREC-2014-03-10-dailydigest.pdf
"Mar 06, 2014",https://www.govinfo.gov/content/pkg/CREC-2014-03-06/pdf/CREC-2014-03-06-dailydigest.pdf
"Mar 05, 2014",https://www.govinfo.gov/content/pkg/CREC-2014-03-05/pdf/CREC-2014-03-05-dailydigest.pdf
"Mar 04, 2014",https://www.govinfo.gov/content/pkg/CREC-2014-03-04/pdf/CREC-2014-03-04-dailydigest.pdf
"Mar 03, 2014",https://www.govinfo.gov/content/pkg/CREC-2014-03-03/pdf/CREC-2014-03-03-dailydigest.pdf
"Feb 27, 2014",https://www.govinfo.gov/content/pkg/CREC-2014-02-27/pdf/CREC-2014-02-27-dailydigest.pdf
"Feb 26, 2014",https://www.govinfo.gov/content/pkg/CREC-2014-02-26/pdf/CREC-2014-02-26-dailydigest.pdf
"Feb 25, 2014",https://www.govinfo.gov/content/pkg/CREC-2014-02-25/pdf/CREC-2014-02-25-dailydigest.pdf
"Feb 24, 2014",https://www.govinfo.gov/content/pkg/CREC-2014-02-24/pdf/CREC-2014-02-24-dailydigest.pdf
"Feb 21, 2014",https://www.govinfo.gov/content/pkg/CREC-2014-02-21/pdf/CREC-2014-02-21-dailydigest.pdf
"Feb 18, 2014",https://www.govinfo.gov/content/pkg/CREC-2014-02-18/pdf/CREC-2014-02-18-dailydigest.pdf
"Feb 14, 2014",https://www.govinfo.gov/content/pkg/CREC-2014-02-14/pdf/CREC-2014-02-14-dailydigest.pdf
"Feb 12, 2014",https://www.govinfo.gov/content/pkg/CREC-2014-02-12/pdf/CREC-2014-02-12-dailydigest.pdf
"Feb 11, 2014",https://www.govinfo.gov/content/pkg/CREC-2014-02-11/pdf/CREC-2014-02-11-dailydigest.pdf
"Feb 10, 2014",https://www.govinfo.gov/content/pkg/CREC-2014-02-10/pdf/CREC-2014-02-10-dailydigest.pdf
"Feb 06, 2014",https://www.govinfo.gov/content/pkg/CREC-2014-02-06/pdf/CREC-2014-02-06-dailydigest.pdf
"Feb 04, 2014",https://www.govinfo.gov/content/pkg/CREC-2014-02-04/pdf/CREC-2014-02-04-dailydigest.pdf
"Feb 03, 2014",https://www.govinfo.gov/content/pkg/CREC-2014-02-03/pdf/CREC-2014-02-03-dailydigest.pdf
"Jan 30, 2014",https://www.govinfo.gov/content/pkg/CREC-2014-01-30/pdf/CREC-2014-01-30-dailydigest.pdf
"Jan 29, 2014",https://www.govinfo.gov/content/pkg/CREC-2014-01-29/pdf/CREC-2014-01-29-dailydigest.pdf
"Jan 28, 2014",https://www.govinfo.gov/content/pkg/CREC-2014-01-28/pdf/CREC-2014-01-28-dailydigest.pdf
"Jan 27, 2014",https://www.govinfo.gov/content/pkg/CREC-2014-01-27/pdf/CREC-2014-01-27-dailydigest.pdf
"Jan 24, 2014",https://www.govinfo.gov/content/pkg/CREC-2014-01-24/pdf/CREC-2014-01-24-dailydigest.pdf
"Jan 21, 2014",https://www.govinfo.gov/content/pkg/CREC-2014-01-21/pdf/CREC-2014-01-21-dailydigest.pdf
"Jan 17, 2014",https://www.govinfo.gov/content/pkg/CREC-2014-01-17/pdf/CREC-2014-01-17-dailydigest.pdf
"Jan 16, 2014",https://www.govinfo.gov/content/pkg/CREC-2014-01-16/pdf/CREC-2014-01-16-dailydigest.pdf
"Jan 15, 2014",https://www.govinfo.gov/content/pkg/CREC-2014-01-15/pdf/CREC-2014-01-15-dailydigest.pdf
"Jan 14, 2014",https://www.govinfo.gov/content/pkg/CREC-2014-01-14/pdf/CREC-2014-01-14-dailydigest.pdf
"Jan 13, 2014",https://www.govinfo.gov/content/pkg/CREC-2014-01-13/pdf/CREC-2014-01-13-dailydigest.pdf
"Jan 09, 2014",https://www.govinfo.gov/content/pkg/CREC-2014-01-09/pdf/CREC-2014-01-09-dailydigest.pdf
"Jan 08, 2014",https://www.govinfo.gov/content/pkg/CREC-2014-01-08/pdf/CREC-2014-01-08-dailydigest.pdf
"Jan 07, 2014",https://www.govinfo.gov/content/pkg/CREC-2014-01-07/pdf/CREC-2014-01-07-dailydigest.pdf
"Jan 06, 2014",https://www.govinfo.gov/content/pkg/CREC-2014-01-06/pdf/CREC-2014-01-06-dailydigest.pdf
"Dec 24, 2014",https://www.govinfo.gov/content/pkg/CREC-2014-12-24/pdf/CREC-2014-12-24-dailydigest.pdf
"Dec 18, 2015",https://www.govinfo.gov/content/pkg/CREC-2015-12-18/pdf/CREC-2015-12-18-dailydigest.pdf
"Dec 17, 2015",https://www.govinfo.gov/content/pkg/CREC-2015-12-17/pdf/CREC-2015-12-17-dailydigest.pdf
"Dec 16, 2015",https://www.govinfo.gov/content/pkg/CREC-2015-12-16/pdf/CREC-2015-12-16-dailydigest.pdf
"Dec 15, 2015",https://www.govinfo.gov/content/pkg/CREC-2015-12-15/pdf/CREC-2015-12-15-dailydigest.pdf
"Dec 14, 2015",https://www.govinfo.gov/content/pkg/CREC-2015-12-14/pdf/CREC-2015-12-14-dailydigest.pdf
"Dec 10, 2015",https://www.govinfo.gov/content/pkg/CREC-2015-12-10/pdf/CREC-2015-12-10-dailydigest.pdf
"Dec 09, 2015",https://www.govinfo.gov/content/pkg/CREC-2015-12-09/pdf/CREC-2015-12-09-dailydigest.pdf
"Dec 08, 2015",https://www.govinfo.gov/content/pkg/CREC-2015-12-08/pdf/CREC-2015-12-08-dailydigest.pdf
"Dec 07, 2015",https://www.govinfo.gov/content/pkg/CREC-2015-12-07/pdf/CREC-2015-12-07-dailydigest.pdf
"Dec 03, 2015",https://www.govinfo.gov/content/pkg/CREC-2015-12-03/pdf/CREC-2015-12-03-dailydigest.pdf
"Dec 02, 2015",https://www.govinfo.gov/content/pkg/CREC-2015-12-02/pdf/CREC-2015-12-02-dailydigest.pdf
"Dec 01, 2015",https://www.govinfo.gov/content/pkg/CREC-2015-12-01/pdf/CREC-2015-12-01-dailydigest.pdf
"Nov 30, 2015",https://www.govinfo.gov/content/pkg/CREC-2015-11-30/pdf/CREC-2015-11-30-dailydigest.pdf
"Nov 19, 2015",https://www.govinfo.gov/content/pkg/CREC-2015-11-19/pdf/CREC-2015-11-19-dailydigest.pdf
"Nov 18, 2015",https://www.govinfo.gov/content/pkg/CREC-2015-11-18/pdf/CREC-2015-11-18-dailydigest.pdf
"Nov 17, 2015",https://www.govinfo.gov/content/pkg/CREC-2015-11-17/pdf/CREC-2015-11-17-dailydigest.pdf
"Nov 16, 2015",https://www.govinfo.gov/content/pkg/CREC-2015-11-16/pdf/CREC-2015-11-16-dailydigest.pdf
"Nov 10, 2015",https://www.govinfo.gov/content/pkg/CREC-2015-11-10/pdf/CREC-2015-11-10-dailydigest.pdf
"Nov 09, 2015",https://www.govinfo.gov/content/pkg/CREC-2015-11-09/pdf/CREC-2015-11-09-dailydigest.pdf
"Nov 05, 2015",https://www.govinfo.gov/content/pkg/CREC-2015-11-05/pdf/CREC-2015-11-05-dailydigest.pdf
"Nov 04, 2015",https://www.govinfo.gov/content/pkg/CREC-2015-11-04/pdf/CREC-2015-11-04-dailydigest.pdf
"Nov 03, 2015",https://www.govinfo.gov/content/pkg/CREC-2015-11-03/pdf/CREC-2015-11-03-dailydigest.pdf
"Oct 30, 2015",https://www.govinfo.gov/content/pkg/CREC-2015-10-30/pdf/CREC-2015-10-30-dailydigest.pdf
"Oct 29, 2015",https://www.govinfo.gov/content/pkg/CREC-2015-10-29/pdf/CREC-2015-10-29-dailydigest.pdf
"Oct 28, 2015",https://www.govinfo.gov/content/pkg/CREC-2015-10-28/pdf/CREC-2015-10-28-dailydigest.pdf
"Oct 27, 2015",https://www.govinfo.gov/content/pkg/CREC-2015-10-27/pdf/CREC-2015-10-27-dailydigest.pdf
"Oct 26, 2015",https://www.govinfo.gov/content/pkg/CREC-2015-10-26/pdf/CREC-2015-10-26-dailydigest.pdf
"Oct 22, 2015",https://www.govinfo.gov/content/pkg/CREC-2015-10-22/pdf/CREC-2015-10-22-dailydigest.pdf
"Oct 21, 2015",https://www.govinfo.gov/content/pkg/CREC-2015-10-21/pdf/CREC-2015-10-21-dailydigest.pdf
"Oct 20, 2015",https://www.govinfo.gov/content/pkg/CREC-2015-10-20/pdf/CREC-2015-10-20-dailydigest.pdf
"Oct 19, 2015",https://www.govinfo.gov/content/pkg/CREC-2015-10-19/pdf/CREC-2015-10-19-dailydigest.pdf
"Oct 16, 2015",https://www.govinfo.gov/content/pkg/CREC-2015-10-16/pdf/CREC-2015-10-16-dailydigest.pdf
"Oct 13, 2015",https://www.govinfo.gov/content/pkg/CREC-2015-10-13/pdf/CREC-2015-10-13-dailydigest.pdf
"Oct 09, 2015",https://www.govinfo.gov/content/pkg/CREC-2015-10-09/pdf/CREC-2015-10-09-dailydigest.pdf
"Oct 08, 2015",https://www.govinfo.gov/content/pkg/CREC-2015-10-08/pdf/CREC-2015-10-08-dailydigest.pdf
"Oct 07, 2015",https://www.govinfo.gov/content/pkg/CREC-2015-10-07/pdf/CREC-2015-10-07-dailydigest.pdf
"Oct 06, 2015",https://www.govinfo.gov/content/pkg/CREC-2015-10-06/pdf/CREC-2015-10-06-dailydigest.pdf
"Oct 05, 2015",https://www.govinfo.gov/content/pkg/CREC-2015-10-05/pdf/CREC-2015-10-05-dailydigest.pdf
"Oct 01, 2015",https://www.govinfo.gov/content/pkg/CREC-2015-10-01/pdf/CREC-2015-10-01-dailydigest.pdf
"Sep 30, 2015",https://www.govinfo.gov/content/pkg/CREC-2015-09-30/pdf/CREC-2015-09-30-dailydigest.pdf
"Sep 29, 2015",https://www.govinfo.gov/content/pkg/CREC-2015-09-29/pdf/CREC-2015-09-29-dailydigest.pdf
"Sep 28, 2015",https://www.govinfo.gov/content/pkg/CREC-2015-09-28/pdf/CREC-2015-09-28-dailydigest.pdf
"Sep 25, 2015",https://www.govinfo.gov/content/pkg/CREC-2015-09-25/pdf/CREC-2015-09-25-dailydigest.pdf
"Sep 24, 2015",https://www.govinfo.gov/content/pkg/CREC-2015-09-24/pdf/CREC-2015-09-24-dailydigest.pdf
"Sep 22, 2015",https://www.govinfo.gov/content/pkg/CREC-2015-09-22/pdf/CREC-2015-09-22-dailydigest.pdf
"Sep 21, 2015",https://www.govinfo.gov/content/pkg/CREC-2015-09-21/pdf/CREC-2015-09-21-dailydigest.pdf
"Sep 17, 2015",https://www.govinfo.gov/content/pkg/CREC-2015-09-17/pdf/CREC-2015-09-17-dailydigest.pdf
"Sep 16, 2015",https://www.govinfo.gov/content/pkg/CREC-2015-09-16/pdf/CREC-2015-09-16-dailydigest.pdf
"Sep 15, 2015",https://www.govinfo.gov/content/pkg/CREC-2015-09-15/pdf/CREC-2015-09-15-dailydigest.pdf
"Sep 11, 2015",https://www.govinfo.gov/content/pkg/CREC-2015-09-11/pdf/CREC-2015-09-11-dailydigest.pdf
"Sep 10, 2015",https://www.govinfo.gov/content/pkg/CREC-2015-09-10/pdf/CREC-2015-09-10-dailydigest.pdf
"Sep 09, 2015",https://www.govinfo.gov/content/pkg/CREC-2015-09-09/pdf/CREC-2015-09-09-dailydigest.pdf
"Sep 08, 2015",https://www.govinfo.gov/content/pkg/CREC-2015-09-08/pdf/CREC-2015-09-08-dailydigest.pdf
"Aug 06, 2015",https://www.govinfo.gov/content/pkg/CREC-2015-08-06/pdf/CREC-2015-08-06-dailydigest.pdf
"Aug 05, 2015",https://www.govinfo.gov/content/pkg/CREC-2015-08-05/pdf/CREC-2015-08-05-dailydigest.pdf
"Aug 04, 2015",https://www.govinfo.gov/content/pkg/CREC-2015-08-04/pdf/CREC-2015-08-04-dailydigest.pdf
"Aug 03, 2015",https://www.govinfo.gov/content/pkg/CREC-2015-08-03/pdf/CREC-2015-08-03-dailydigest.pdf
"Jul 31, 2015",https://www.govinfo.gov/content/pkg/CREC-2015-07-31/pdf/CREC-2015-07-31-dailydigest.pdf
"Jul 30, 2015",https://www.govinfo.gov/content/pkg/CREC-2015-07-30/pdf/CREC-2015-07-30-dailydigest.pdf
"Jul 29, 2015",https://www.govinfo.gov/content/pkg/CREC-2015-07-29/pdf/CREC-2015-07-29-dailydigest.pdf
"Jul 28, 2015",https://www.govinfo.gov/content/pkg/CREC-2015-07-28/pdf/CREC-2015-07-28-dailydigest.pdf
"Jul 27, 2015",https://www.govinfo.gov/content/pkg/CREC-2015-07-27/pdf/CREC-2015-07-27-dailydigest.pdf
"Jul 26, 2015",https://www.govinfo.gov/content/pkg/CREC-2015-07-26/pdf/CREC-2015-07-26-dailydigest.pdf
"Jul 24, 2015",https://www.govinfo.gov/content/pkg/CREC-2015-07-24/pdf/CREC-2015-07-24-dailydigest.pdf
"Jul 23, 2015",https://www.govinfo.gov/content/pkg/CREC-2015-07-23/pdf/CREC-2015-07-23-dailydigest.pdf
"Jul 22, 2015",https://www.govinfo.gov/content/pkg/CREC-2015-07-22/pdf/CREC-2015-07-22-dailydigest.pdf
"Jul 21, 2015",https://www.govinfo.gov/content/pkg/CREC-2015-07-21/pdf/CREC-2015-07-21-dailydigest.pdf
"Jul 17, 2015",https://www.govinfo.gov/content/pkg/CREC-2015-07-17/pdf/CREC-2015-07-17-dailydigest.pdf
"Jul 16, 2015",https://www.govinfo.gov/content/pkg/CREC-2015-07-16/pdf/CREC-2015-07-16-dailydigest.pdf
"Jul 15, 2015",https://www.govinfo.gov/content/pkg/CREC-2015-07-15/pdf/CREC-2015-07-15-dailydigest.pdf
"Jul 14, 2015",https://www.govinfo.gov/content/pkg/CREC-2015-07-14/pdf/CREC-2015-07-14-dailydigest.pdf
"Jul 13, 2015",https://www.govinfo.gov/content/pkg/CREC-2015-07-13/pdf/CREC-2015-07-13-dailydigest.pdf
"Jul 09, 2015",https://www.govinfo.gov/content/pkg/CREC-2015-07-09/pdf/CREC-2015-07-09-dailydigest.pdf
"Jul 08, 2015",https://www.govinfo.gov/content/pkg/CREC-2015-07-08/pdf/CREC-2015-07-08-dailydigest.pdf
"Jul 07, 2015",https://www.govinfo.gov/content/pkg/CREC-2015-07-07/pdf/CREC-2015-07-07-dailydigest.pdf
"Jun 25, 2015",https://www.govinfo.gov/content/pkg/CREC-2015-06-25/pdf/CREC-2015-06-25-dailydigest.pdf
"Jun 24, 2015",https://www.govinfo.gov/content/pkg/CREC-2015-06-24/pdf/CREC-2015-06-24-dailydigest.pdf
"Jun 23, 2015",https://www.govinfo.gov/content/pkg/CREC-2015-06-23/pdf/CREC-2015-06-23-dailydigest.pdf
"Jun 22, 2015",https://www.govinfo.gov/content/pkg/CREC-2015-06-22/pdf/CREC-2015-06-22-dailydigest.pdf
